tab 	magic_measurements
er_analyst_mail_names	er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_name	magic_instrument_codes	magic_method_codes	magic_software_packages	measurement	measurement_csd	measurement_dec	measurement_description	measurement_flag	measurement_inc	measurement_magn_moment	measurement_number	measurement_positions	measurement_sd_x	measurement_sd_y	measurement_sd_z	measurement_standard	measurement_temp	treatment_ac_field	treatment_dc_field	treatment_dc_field_phi	treatment_dc_field_theta	treatment_temp
None	This study	Hongzixi	TR008-A	TR008	TR008-Aa	TR008-Aa:LP-DIR-T	hargrave 2017-09-24 15:56:48	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR008-Aa:LP-DIR-T41	7.7	152.4	None	b	-11.2	7.249999999999999e-09	41	8	4.2999999999999996e-10	5.79e-10	7.280000000000001e-10	u	273	0	0	0.0	0.0	951.0
None	This study	Hongzixi	TR008-A	TR008	TR008-Aa	TR008-Aa:LP-DIR-T	hargrave 2017-09-24 16:27:01	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR008-Aa:LP-DIR-T42	7.2	154.1	None	b	-11.3	7.23e-09	42	8	4.21e-10	5.01e-10	7.14e-10	u	273	0	0	0.0	0.0	951.0
None	This study	Hongzixi	TR008-A	TR008	TR008-Aa	TR008-Aa:LP-DIR-T	hargrave 2017-09-25 12:35:44	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR008-Aa:LP-DIR-T43	5.5	133.1	None	b	17.6	8.040000000000001e-09	43	8	2.55e-10	5.95e-10	7.870000000000001e-10	u	273	0	0	0.0	0.0	953.0
None	This study	Hongzixi	TR008-A	TR008	TR008-Aa	TR008-Aa:LP-DIR-T	hargrave 2017-09-26 18:19:16	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR008-Aa:LP-DIR-T44	4.1	158.3	None	b	-7.9	9.55e-09	44	8	3.8e-10	2.76e-10	6.06e-10	u	273	0	0	0.0	0.0	955.0
None	This study	Hongzixi	TR008-A	TR008	TR008-Aa	TR008-Aa:LP-DIR-T	hargrave 2017-10-01 22:25:37	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR008-Aa:LP-DIR-T45	7.2	65.8	None	b	3.2	7.62e-09	45	8	5.63e-10	2.9399999999999997e-10	7.46e-10	u	273	0	0	0.0	0.0	957.0
None	This study	Hongzixi	TR008-A	TR008	TR008-Aa	TR008-Aa:LP-DIR-T	hargrave 2017-10-02 08:37:25	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR008-Aa:LP-DIR-T46	6.4	60.6	None	b	2.5	7.62e-09	46	8	4.669999999999999e-10	2.9499999999999996e-10	6.610000000000001e-10	u	273	0	0	0.0	0.0	957.0
None	This study	Hongzixi	TR008-A	TR008	TR008-Aa	TR008-Aa:LP-DIR-T	hargrave 2017-10-03 09:09:09	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR008-Aa:LP-DIR-T47	3.3	159.7	None	b	-4.6	9.540000000000001e-09	47	8	5.01e-10	2.22e-10	4.71e-10	u	273	0	0	0.0	0.0	959.0
None	This study	Hongzixi	TR008-A	TR008	TR008-Aa	TR008-Aa:LP-DIR-T	hargrave 2017-10-05 13:54:28	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR008-Aa:LP-DIR-T48	6.0	54.0	None	b	-7.0	9.53e-09	48	8	4.55e-10	4.4e-10	7.99e-10	u	273	0	0	0.0	0.0	961.0
None	This study	Hongzixi	TR008-A	TR008	TR008-Aa	TR008-Aa:LP-DIR-T	hargrave 2017-10-06 16:25:11	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR008-Aa:LP-DIR-T49	40.5	293.9	None	b	67.4	5.5499999999999996e-12	49	8	3.14e-12	4.11e-12	5.36e-12	u	273	0	0	0.0	0.0	963.0
None	This study	Hongzixi	TR008-A	TR008	TR008-Aa	TR008-Aa:LP-DIR-T	hargrave 2017-10-06 19:39:52	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR008-Aa:LP-DIR-T50	53.5	185.1	None	b	-0.7	4.4e-09	50	8	4.6799999999999996e-09	4.49e-10	1.0200000000000001e-10	u	273	0	0	0.0	0.0	963.0
None	This study	Hongzixi	TR008-A	TR008	TR008-Aa	TR008-Aa:LP-DIR-T	hargrave 2017-10-06 21:31:59	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR008-Aa:LP-DIR-T51	7.4	184.5	None	b	3.6	8.48e-09	51	8	2.84e-10	9.06e-10	6.26e-10	u	273	0	0	0.0	0.0	963.0
None	This study	Hongzixi	TR008-A	TR008	TR008-Aa	TR008-Aa:LP-DIR-T	hargrave 2017-10-08 16:57:49	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR008-Aa:LP-DIR-T52	6.0	74.8	None	b	-12.5	7.57e-09	52	8	1.97e-10	9.379999999999999e-11	7.8e-10	u	273	0	0	0.0	0.0	965.0
None	This study	Hongzixi	TR008-B	TR008	TR008-Ba	TR008-Ba:LP-DIR-T	hargrave 2017-07-20 16:48:10	LT-NO:LP-DIR-T	pmagpy-3.11.1	TR008-Ba:LP-DIR-T1	3.2	235.9	None	g	20.3	3.1e-08	1	8	1.7399999999999996e-09	1.0400000000000001e-09	4.61e-10	u	273	0	0	0.0	0.0	273.0
None	This study	Hongzixi	TR008-B	TR008	TR008-Ba	TR008-Ba:LP-DIR-T	hargrave 2017-07-21 16:26:43	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR008-Ba:LP-DIR-T2	2.4	236.4	None	g	19.9	2.8599999999999998e-08	2	8	1.0400000000000001e-09	1e-09	4.51e-10	u	273	0	0	0.0	0.0	373.0
None	This study	Hongzixi	TR008-B	TR008	TR008-Ba	TR008-Ba:LP-DIR-T	hargrave 2017-07-24 12:08:30	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR008-Ba:LP-DIR-T3	59.0	180.2	None	b	0.7	1.54e-08	3	8	6.58e-10	2.3900000000000002e-08	9.940000000000002e-09	u	273	0	0	0.0	0.0	473.0
None	This study	Hongzixi	TR008-B	TR008	TR008-Ba	TR008-Ba:LP-DIR-T	hargrave 2017-07-24 13:38:34	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR008-Ba:LP-DIR-T4	2.0	238.6	None	g	20.1	2.81e-08	4	8	9.44e-10	8.42e-10	3.8199999999999997e-10	u	273	0	0	0.0	0.0	473.0
None	This study	Hongzixi	TR008-B	TR008	TR008-Ba	TR008-Ba:LP-DIR-T	hargrave 2017-07-25 09:14:17	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR008-Ba:LP-DIR-T5	2.3	237.4	None	g	20.1	2.73e-08	5	8	8.87e-10	1.14e-09	4.4699999999999996e-10	u	273	0	0	0.0	0.0	573.0
None	This study	Hongzixi	TR008-B	TR008	TR008-Ba	TR008-Ba:LP-DIR-T	hargrave 2017-07-31 15:48:12	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR008-Ba:LP-DIR-T6	1.5	237.5	None	g	20.1	2.6e-08	6	8	3.15e-10	5.69e-10	4.83e-10	u	273	0	0	0.0	0.0	623.0
None	This study	Hongzixi	TR008-B	TR008	TR008-Ba	TR008-Ba:LP-DIR-T	hargrave 2017-08-01 13:57:57	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR008-Ba:LP-DIR-T7	2.5	238.6	None	g	20.8	2.4700000000000003e-08	7	8	8.019999999999999e-10	7.01e-10	4.5699999999999997e-10	u	273	0	0	0.0	0.0	673.0
None	This study	Hongzixi	TR008-B	TR008	TR008-Ba	TR008-Ba:LP-DIR-T	hargrave 2017-08-03 13:03:35	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR008-Ba:LP-DIR-T8	2.8	239.2	None	g	21.7	2.4e-08	8	8	6.63e-10	1.29e-09	4.33e-10	u	273	0	0	0.0	0.0	723.0
None	This study	Hongzixi	TR008-B	TR008	TR008-Ba	TR008-Ba:LP-DIR-T	hargrave 2017-08-04 09:40:18	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR008-Ba:LP-DIR-T9	2.9	239.6	None	g	22.3	2.32e-08	9	8	1.0300000000000002e-09	1.23e-09	4.1599999999999996e-10	u	273	0	0	0.0	0.0	748.0
None	This study	Hongzixi	TR008-B	TR008	TR008-Ba	TR008-Ba:LP-DIR-T	hargrave 2017-08-04 16:38:05	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR008-Ba:LP-DIR-T10	3.5	240.3	None	g	22.7	2.28e-08	10	8	7.349999999999999e-10	1.7300000000000004e-09	4.17e-10	u	273	0	0	0.0	0.0	773.0
None	This study	Hongzixi	TR008-B	TR008	TR008-Ba	TR008-Ba:LP-DIR-T	hargrave 2017-08-07 15:13:44	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR008-Ba:LP-DIR-T11	2.6	238.7	None	g	24.0	2.1e-08	11	8	7.31e-10	7.359999999999999e-10	3.85e-10	u	273	0	0	0.0	0.0	798.0
None	This study	Hongzixi	TR008-B	TR008	TR008-Ba	TR008-Ba:LP-DIR-T	hargrave 2017-08-08 14:33:27	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR008-Ba:LP-DIR-T12	3.5	242.0	None	g	24.4	2.0299999999999996e-08	12	8	1.0300000000000002e-09	8.200000000000001e-10	3.86e-10	u	273	0	0	0.0	0.0	823.0
None	This study	Hongzixi	TR008-B	TR008	TR008-Ba	TR008-Ba:LP-DIR-T	hargrave 2017-08-09 13:55:08	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR008-Ba:LP-DIR-T13	3.6	241.9	None	g	25.2	2.02e-08	13	8	1.0800000000000002e-09	8.62e-10	3.09e-10	u	273	0	0	0.0	0.0	828.0
None	This study	Hongzixi	TR008-B	TR008	TR008-Ba	TR008-Ba:LP-DIR-T	hargrave 2017-08-10 08:47:18	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR008-Ba:LP-DIR-T14	2.8	241.7	None	g	24.9	1.99e-08	14	8	7.489999999999999e-10	7.74e-10	4.53e-10	u	273	0	0	0.0	0.0	828.0
None	This study	Hongzixi	TR008-B	TR008	TR008-Ba	TR008-Ba:LP-DIR-T	hargrave 2017-08-16 14:21:34	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR008-Ba:LP-DIR-T15	3.2	239.8	None	g	25.3	1.94e-08	15	8	8.26e-10	8.359999999999999e-10	4.23e-10	u	273	0	0	0.0	0.0	833.0
None	This study	Hongzixi	TR008-B	TR008	TR008-Ba	TR008-Ba:LP-DIR-T	hargrave 2017-08-17 11:11:16	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR008-Ba:LP-DIR-T16	2.2	240.0	None	g	25.9	1.91e-08	16	8	5.04e-10	6.74e-10	4.29e-10	u	273	0	0	0.0	0.0	838.0
None	This study	Hongzixi	TR008-B	TR008	TR008-Ba	TR008-Ba:LP-DIR-T	hargrave 2017-08-17 20:25:57	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR008-Ba:LP-DIR-T17	2.8	240.1	None	g	25.8	1.89e-08	17	8	6.83e-10	7.389999999999999e-10	4.17e-10	u	273	0	0	0.0	0.0	843.0
None	This study	Hongzixi	TR008-B	TR008	TR008-Ba	TR008-Ba:LP-DIR-T	hargrave 2017-08-18 16:05:22	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR008-Ba:LP-DIR-T18	2.2	241.2	None	g	25.5	1.86e-08	18	8	4.6399999999999995e-10	6.43e-10	2.97e-10	u	273	0	0	0.0	0.0	848.0
None	This study	Hongzixi	TR008-B	TR008	TR008-Ba	TR008-Ba:LP-DIR-T	hargrave 2017-08-21 13:08:25	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR008-Ba:LP-DIR-T19	2.3	243.6	None	g	25.6	1.85e-08	19	8	4.83e-10	6.3e-10	2.83e-10	u	273	0	0	0.0	0.0	853.0
None	This study	Hongzixi	TR008-B	TR008	TR008-Ba	TR008-Ba:LP-DIR-T	hargrave 2017-08-22 12:11:19	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR008-Ba:LP-DIR-T20	3.6	243.2	None	g	24.8	1.75e-08	20	8	8.830000000000002e-10	7.34e-10	2.66e-10	u	273	0	0	0.0	0.0	873.0
None	This study	Hongzixi	TR008-B	TR008	TR008-Ba	TR008-Ba:LP-DIR-T	hargrave 2017-08-23 11:11:47	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR008-Ba:LP-DIR-T21	3.0	243.1	None	g	24.3	1.76e-08	21	8	7.530000000000001e-10	6.18e-10	2.83e-10	u	273	0	0	0.0	0.0	893.0
None	This study	Hongzixi	TR008-B	TR008	TR008-Ba	TR008-Ba:LP-DIR-T	hargrave 2017-08-24 07:43:25	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR008-Ba:LP-DIR-T22	5.9	243.6	None	b	43.3	1.08e-08	22	8	9.21e-10	6.38e-10	2.0500000000000002e-10	u	273	0	0	0.0	0.0	903.0
None	This study	Hongzixi	TR008-B	TR008	TR008-Ba	TR008-Ba:LP-DIR-T	hargrave 2017-08-24 15:52:49	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR008-Ba:LP-DIR-T23	3.1	246.7	None	b	23.1	2.0299999999999996e-08	23	8	9.36e-10	6.519999999999999e-10	3.86e-10	u	273	0	0	0.0	0.0	913.0
None	This study	Hongzixi	TR008-B	TR008	TR008-Ba	TR008-Ba:LP-DIR-T	hargrave 2017-08-25 13:56:34	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR008-Ba:LP-DIR-T24	4.6	218.1	None	b	47.0	1.22e-08	24	8	6.85e-10	7.18e-10	1.89e-10	u	273	0	0	0.0	0.0	918.0
None	This study	Hongzixi	TR008-B	TR008	TR008-Ba	TR008-Ba:LP-DIR-T	hargrave 2017-08-29 15:11:10	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR008-Ba:LP-DIR-T25	3.4	249.1	None	b	13.1	2.3900000000000002e-08	25	8	1.32e-09	6.54e-10	4.6199999999999996e-10	u	273	0	0	0.0	0.0	923.0
None	This study	Hongzixi	TR008-B	TR008	TR008-Ba	TR008-Ba:LP-DIR-T	hargrave 2017-09-01 15:13:40	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR008-Ba:LP-DIR-T26	4.9	188.6	None	b	38.3	1.3e-08	26	8	3.7199999999999996e-10	1.06e-09	2.72e-10	u	273	0	0	0.0	0.0	928.0
None	This study	Hongzixi	TR008-B	TR008	TR008-Ba	TR008-Ba:LP-DIR-T	hargrave 2017-09-08 17:39:48	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR008-Ba:LP-DIR-T27	7.6	239.0	None	b	9.8	1.88e-08	27	8	9.7e-10	1.06e-09	2.0999999999999998e-09	u	273	0	0	0.0	0.0	933.0
None	This study	Hongzixi	TR008-B	TR008	TR008-Ba	TR008-Ba:LP-DIR-T	hargrave 2017-09-10 09:41:36	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR008-Ba:LP-DIR-T28	62.2	173.7	None	b	1.3	9.25e-09	28	8	1.4000000000000001e-09	1.7e-08	5.28e-09	u	273	0	0	0.0	0.0	933.0
None	This study	Hongzixi	TR008-B	TR008	TR008-Ba	TR008-Ba:LP-DIR-T	hargrave 2017-09-10 09:55:22	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR008-Ba:LP-DIR-T29	6.4	244.7	None	b	8.5	1.91e-08	29	8	6.14e-10	3.32e-10	2.0499999999999997e-09	u	273	0	0	0.0	0.0	933.0
None	This study	Hongzixi	TR008-B	TR008	TR008-Ba	TR008-Ba:LP-DIR-T	hargrave 2017-09-12 14:15:22	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR008-Ba:LP-DIR-T30	10.7	100.1	None	b	15.1	1.04e-08	30	8	3.9300000000000004e-10	6.87e-10	2.1100000000000004e-09	u	273	0	0	0.0	0.0	938.0
None	This study	Hongzixi	TR008-B	TR008	TR008-Ba	TR008-Ba:LP-DIR-T	hargrave 2017-09-12 15:59:34	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR008-Ba:LP-DIR-T31	11.9	98.4	None	b	15.0	9.59e-09	31	8	7.04e-10	3.8199999999999997e-10	1.94e-09	u	273	0	0	0.0	0.0	938.0
None	This study	Hongzixi	TR008-B	TR008	TR008-Ba	TR008-Ba:LP-DIR-T	hargrave 2017-09-12 16:20:29	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR008-Ba:LP-DIR-T32	11.1	97.4	None	b	14.7	9.58e-09	32	8	4.49e-10	4.02e-10	1.87e-09	u	273	0	0	0.0	0.0	938.0
None	This study	Hongzixi	TR008-B	TR008	TR008-Ba	TR008-Ba:LP-DIR-T	hargrave 2017-09-12 16:33:45	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR008-Ba:LP-DIR-T33	82.1	179.5	None	b	-2.1	1.0300000000000002e-09	33	8	3.56e-10	9.890000000000001e-09	4.5e-09	u	273	0	0	0.0	0.0	938.0
None	This study	Hongzixi	TR008-B	TR008	TR008-Ba	TR008-Ba:LP-DIR-T	hargrave 2017-09-12 17:06:57	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR008-Ba:LP-DIR-T34	11.6	98.1	None	b	15.4	9.670000000000002e-09	34	8	7.08e-10	4.38e-10	1.93e-09	u	273	0	0	0.0	0.0	938.0
None	This study	Hongzixi	TR008-B	TR008	TR008-Ba	TR008-Ba:LP-DIR-T	hargrave 2017-09-14 17:43:42	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR008-Ba:LP-DIR-T35	11.2	111.3	None	b	-9.5	1.08e-08	35	8	7.14e-10	4.99e-10	1.98e-09	u	273	0	0	0.0	0.0	943.0
None	This study	Hongzixi	TR008-B	TR008	TR008-Ba	TR008-Ba:LP-DIR-T	hargrave 2017-09-15 08:08:14	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR008-Ba:LP-DIR-T36	10.8	100.3	None	b	-14.1	1.01e-08	36	8	5.820000000000001e-10	4.15e-10	1.84e-09	u	273	0	0	0.0	0.0	943.0
None	This study	Hongzixi	TR008-B	TR008	TR008-Ba	TR008-Ba:LP-DIR-T	hargrave 2017-09-15 08:23:19	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR008-Ba:LP-DIR-T37	11.1	101.1	None	b	-13.4	1.01e-08	37	8	7.18e-10	4.959999999999999e-10	1.84e-09	u	273	0	0	0.0	0.0	943.0
None	This study	Hongzixi	TR008-B	TR008	TR008-Ba	TR008-Ba:LP-DIR-T	hargrave 2017-09-15 18:08:22	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR008-Ba:LP-DIR-T38	8.0	218.0	None	b	2.4	1.58e-08	38	8	5.98e-10	7.93e-10	2.0800000000000003e-09	u	273	0	0	0.0	0.0	945.0
None	This study	Hongzixi	TR008-B	TR008	TR008-Ba	TR008-Ba:LP-DIR-T	hargrave 2017-09-19 13:43:15	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR008-Ba:LP-DIR-T39	9.7	172.5	None	b	-5.4	1.1200000000000001e-08	39	8	5.42e-10	7.77e-10	1.7300000000000004e-09	u	273	0	0	0.0	0.0	947.0
None	This study	Hongzixi	TR008-B	TR008	TR008-Ba	TR008-Ba:LP-DIR-T	hargrave 2017-09-19 15:30:48	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR008-Ba:LP-DIR-T40	9.3	177.9	None	b	-6.3	1.09e-08	40	8	5.36e-10	5.49e-10	1.7000000000000001e-09	u	273	0	0	0.0	0.0	947.0
None	This study	Hongzixi	TR008-B	TR008	TR008-Ba	TR008-Ba:LP-DIR-T	hargrave 2017-09-22 15:55:37	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR008-Ba:LP-DIR-T41	8.2	236.8	None	b	6.3	1.89e-08	41	8	1.4699999999999999e-09	1.3699999999999998e-09	1.89e-09	u	273	0	0	0.0	0.0	949.0
None	This study	Hongzixi	TR008-B	TR008	TR008-Ba	TR008-Ba:LP-DIR-T	hargrave 2017-09-22 18:09:13	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR008-Ba:LP-DIR-T42	6.2	237.5	None	b	5.7	1.91e-08	42	8	9.64e-10	6.93e-10	1.7699999999999999e-09	u	273	0	0	0.0	0.0	949.0
None	This study	Hongzixi	TR008-B	TR008	TR008-Ba	TR008-Ba:LP-DIR-T	hargrave 2017-09-24 13:51:12	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR008-Ba:LP-DIR-T43	7.0	91.4	None	b	-5.9	1.58e-08	43	8	1.1199999999999999e-09	5.69e-10	1.5299999999999999e-09	u	273	0	0	0.0	0.0	951.0
None	This study	Hongzixi	TR008-B	TR008	TR008-Ba	TR008-Ba:LP-DIR-T	hargrave 2017-09-25 12:37:23	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR008-Ba:LP-DIR-T44	11.7	137.4	None	b	18.7	7.8e-09	44	8	4.5e-10	3.8e-10	1.62e-09	u	273	0	0	0.0	0.0	953.0
None	This study	Hongzixi	TR008-B	TR008	TR008-Ba	TR008-Ba:LP-DIR-T	hargrave 2017-09-25 14:57:16	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR008-Ba:LP-DIR-T45	11.4	131.9	None	b	15.6	7.73e-09	45	8	4.4e-10	4.15e-10	1.5e-09	u	273	0	0	0.0	0.0	953.0
None	This study	Hongzixi	TR008-B	TR008	TR008-Ba	TR008-Ba:LP-DIR-T	hargrave 2017-09-26 18:20:55	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR008-Ba:LP-DIR-T46	6.3	205.7	None	b	-0.1	1.62e-08	46	8	1e-09	6.700000000000001e-10	1.5299999999999999e-09	u	273	0	0	0.0	0.0	955.0
None	This study	Hongzixi	TR008-B	TR008	TR008-Ba	TR008-Ba:LP-DIR-T	hargrave 2017-10-01 22:27:17	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR008-Ba:LP-DIR-T47	10.6	150.3	None	b	18.7	8.82e-09	47	8	4.2500000000000003e-10	8.92e-10	1.6e-09	u	273	0	0	0.0	0.0	957.0
None	This study	Hongzixi	TR008-B	TR008	TR008-Ba	TR008-Ba:LP-DIR-T	hargrave 2017-10-02 08:39:03	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR008-Ba:LP-DIR-T48	11.3	150.1	None	b	17.8	7.73e-09	48	8	4.6399999999999995e-10	5.12e-10	1.46e-09	u	273	0	0	0.0	0.0	957.0
None	This study	Hongzixi	TR008-B	TR008	TR008-Ba	TR008-Ba:LP-DIR-T	hargrave 2017-10-02 09:31:21	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR008-Ba:LP-DIR-T49	11.0	148.0	None	b	17.1	7.89e-09	49	8	3.9300000000000004e-10	4e-10	1.52e-09	u	273	0	0	0.0	0.0	957.0
None	This study	Hongzixi	TR008-B	TR008	TR008-Ba	TR008-Ba:LP-DIR-T	hargrave 2017-10-03 09:10:49	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR008-Ba:LP-DIR-T50	8.9	154.0	None	b	2.0	9.150000000000001e-09	50	8	1.06e-09	3.8100000000000003e-10	1.24e-09	u	273	0	0	0.0	0.0	959.0
None	This study	Hongzixi	TR008-B	TR008	TR008-Ba	TR008-Ba:LP-DIR-T	hargrave 2017-10-03 11:33:49	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR008-Ba:LP-DIR-T51	9.3	149.9	None	b	2.3	8.66e-09	51	8	4.24e-10	3.9100000000000005e-10	1.36e-09	u	273	0	0	0.0	0.0	959.0
None	This study	Hongzixi	TR008-B	TR008	TR008-Ba	TR008-Ba:LP-DIR-T	hargrave 2017-10-03 12:26:31	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR008-Ba:LP-DIR-T52	9.3	149.9	None	b	2.5	8.71e-09	52	8	4.27e-10	4.07e-10	1.36e-09	u	273	0	0	0.0	0.0	959.0
None	This study	Hongzixi	TR008-B	TR008	TR008-Ba	TR008-Ba:LP-DIR-T	hargrave 2017-10-05 13:56:06	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR008-Ba:LP-DIR-T53	8.6	107.0	None	b	4.6	9.140000000000001e-09	53	8	3.46e-10	3.77e-10	1.36e-09	u	273	0	0	0.0	0.0	961.0
None	This study	Hongzixi	TR008-B	TR008	TR008-Ba	TR008-Ba:LP-DIR-T	hargrave 2017-10-05 16:20:52	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR008-Ba:LP-DIR-T54	9.3	104.5	None	b	3.6	8.85e-09	54	8	3.4299999999999995e-10	2.99e-10	1.4000000000000001e-09	u	273	0	0	0.0	0.0	961.0
None	This study	Hongzixi	TR008-B	TR008	TR008-Ba	TR008-Ba:LP-DIR-T	hargrave 2017-10-05 17:29:52	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR008-Ba:LP-DIR-T55	9.4	104.2	None	b	3.6	8.85e-09	55	8	3.7900000000000004e-10	3.2599999999999996e-10	1.4000000000000001e-09	u	273	0	0	0.0	0.0	961.0
None	This study	Hongzixi	TR008-B	TR008	TR008-Ba	TR008-Ba:LP-DIR-T	hargrave 2017-10-06 16:26:50	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR008-Ba:LP-DIR-T56	7.0	239.7	None	b	0.8	1.77e-08	56	8	1.11e-09	7.049999999999999e-10	1.7399999999999996e-09	u	273	0	0	0.0	0.0	963.0
None	This study	Hongzixi	TR008-B	TR008	TR008-Ba	TR008-Ba:LP-DIR-T	hargrave 2017-10-08 16:59:09	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR008-Ba:LP-DIR-T57	7.4	133.8	None	b	13.1	9.72e-09	57	8	3.46e-10	4.31e-10	1.3e-09	u	273	0	0	0.0	0.0	965.0
None	This study	Hongzixi	TR008-B	TR008	TR008-Ba	TR008-Ba:LP-DIR-T	hargrave 2017-10-08 19:22:57	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR008-Ba:LP-DIR-T58	8.3	131.3	None	b	13.0	9.56e-09	58	8	5.400000000000001e-10	4.200000000000001e-10	1.26e-09	u	273	0	0	0.0	0.0	965.0
None	This study	Hongzixi	TR008-C	TR008	TR008-Ca	TR008-Ca:LP-DIR-T	hargrave 2017-07-20 16:49:31	LT-NO:LP-DIR-T	pmagpy-3.11.1	TR008-Ca:LP-DIR-T1	2.2	232.5	None	g	2.8	2.6800000000000002e-08	1	8	1.06e-09	9.760000000000001e-10	3.6000000000000005e-10	u	273	0	0	0.0	0.0	273.0
None	This study	Hongzixi	TR008-C	TR008	TR008-Ca	TR008-Ca:LP-DIR-T	hargrave 2017-07-21 16:28:03	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR008-Ca:LP-DIR-T2	2.9	232.9	None	g	2.4	2.52e-08	2	8	1.22e-09	1.2e-09	3.8e-10	u	273	0	0	0.0	0.0	373.0
None	This study	Hongzixi	TR008-C	TR008	TR008-Ca	TR008-Ca:LP-DIR-T	hargrave 2017-07-24 12:09:51	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR008-Ca:LP-DIR-T3	2.9	231.5	None	g	2.4	2.5e-08	3	8	1.35e-09	1.0499999999999999e-09	3.61e-10	u	273	0	0	0.0	0.0	473.0
None	This study	Hongzixi	TR008-C	TR008	TR008-Ca	TR008-Ca:LP-DIR-T	hargrave 2017-07-25 09:15:37	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR008-Ca:LP-DIR-T4	2.5	234.0	None	g	3.0	2.4e-08	4	8	8.42e-10	1.31e-09	3.88e-10	u	273	0	0	0.0	0.0	573.0
