tab	specimens
specimen	experiments	sample	dir_alpha95	dir_bfv_dec	dir_bfv_inc	dir_comp	dir_dec	dir_inc	dir_n_comps	dir_n_measurements	dir_tilt_correction	dir_dang	dir_mad_free	meas_step_max	meas_step_min	meas_step_unit	analysts	instrument_codes	software_packages	int_corr	citations	method_codes	result_quality	volume	weight	location	site
TR045-Ka	TR045-Ka:LP-DIR-T	TR045-K				HT	356.7	52.3	1	9	100	0.0	3.6	963	947	K		hargrave 2018-02-28 17:27:18	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Luoman2	TR045
TR045-Ka	TR045-Ka:LP-DIR-T	TR045-K				HT	174.6	44.3	1	9	-1	0.0	3.6	963	947	K		hargrave 2018-02-28 17:27:18	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Luoman2	TR045
TR045-La	TR045-La:LP-DIR-T	TR045-L				HT	197.9	39.7	2	6	-1	0.0	6.1	963	953	K		hargrave 2018-02-28 17:28:52	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Luoman2	TR045
TR045-La	TR045-La:LP-DIR-T	TR045-L				LT	121.7	36.4	2	11	-1	41.7	14.4	823	273	K		hargrave 2018-02-28 17:28:52	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Luoman2	TR045
TR045-La	TR045-La:LP-DIR-T	TR045-L				HT	104.6	65.2	2	6	0	0.0	6.1	963	953	K		hargrave 2018-02-28 17:28:52	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Luoman2	TR045
TR045-La	TR045-La:LP-DIR-T	TR045-L				LT	348.1	46.3	2	11	0	41.7	14.4	823	273	K		hargrave 2018-02-28 17:28:52	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Luoman2	TR045
TR045-La	TR045-La:LP-DIR-T	TR045-L				HT	20.1	65.8	2	6	100	0.0	6.1	963	953	K		hargrave 2018-02-28 17:28:52	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Luoman2	TR045
TR045-La	TR045-La:LP-DIR-T	TR045-L				LT	343.2	13.1	2	11	100	41.7	14.4	823	273	K		hargrave 2018-02-28 17:28:52	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Luoman2	TR045
TR045-Na	TR045-Na:LP-DIR-T	TR045-N		215.0	76.3	HT	33.3	13.6	2	5	-1		25.7	963	955	K		hargrave 2018-02-28 17:30:22	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFP:DA-DIR	g			Luoman2	TR045
TR045-Na	TR045-Na:LP-DIR-T	TR045-N				LT	345.0	-20.1	2	4	100	64.7	7.8	573	273	K		hargrave 2018-02-28 17:30:22	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Luoman2	TR045
TR045-Na	TR045-Na:LP-DIR-T	TR045-N		273.9	60.4	HT	132.0	24.1	2	5	0		25.7	963	955	K		hargrave 2018-02-28 17:30:22	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFP:DA-DIR-GEO	g			Luoman2	TR045
TR045-Na	TR045-Na:LP-DIR-T	TR045-N				LT	344.5	13.1	2	4	0	64.7	7.8	573	273	K		hargrave 2018-02-28 17:30:22	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Luoman2	TR045
TR045-Na	TR045-Na:LP-DIR-T	TR045-N				LT	84.0	24.6	2	4	-1	64.7	7.8	573	273	K		hargrave 2018-02-28 17:30:22	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Luoman2	TR045
TR045-Na	TR045-Na:LP-DIR-T	TR045-N		301.0	34.9	HT	119.3	55.1	2	5	100		25.7	963	955	K		hargrave 2018-02-28 17:30:22	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFP:DA-DIR-TILT	g			Luoman2	TR045
TR045-Pa	TR045-Pa:LP-DIR-T	TR045-P				LT	127.3	35.4	2	6	-1	49.5	24.7	773	573	K		hargrave 2018-02-28 17:31:53	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Luoman2	TR045
TR045-Pa	TR045-Pa:LP-DIR-T	TR045-P		165.5	76.4	HT	276.5	5.0	2	13	0		10.3	959	923	K		hargrave 2018-02-28 17:31:53	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFP:DA-DIR-GEO	g			Luoman2	TR045
TR045-Pa	TR045-Pa:LP-DIR-T	TR045-P				LT	349.1	49.4	2	6	0	49.5	24.7	773	573	K		hargrave 2018-02-28 17:31:53	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Luoman2	TR045
TR045-Pa	TR045-Pa:LP-DIR-T	TR045-P		322.6	68.9	HT	94.1	14.4	2	13	100		10.3	959	923	K		hargrave 2018-02-28 17:31:53	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFP:DA-DIR-TILT	g			Luoman2	TR045
TR045-Pa	TR045-Pa:LP-DIR-T	TR045-P				LT	343.4	16.3	2	6	100	49.5	24.7	773	573	K		hargrave 2018-02-28 17:31:53	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Luoman2	TR045
TR045-Pa	TR045-Pa:LP-DIR-T	TR045-P		210.5	40.8	HT	198.6	-48.6	2	13	-1		10.3	959	923	K		hargrave 2018-02-28 17:31:53	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFP:DA-DIR	g			Luoman2	TR045
TR045-Qa	TR045-Qa:LP-DIR-T	TR045-Q				HT	258.9	33.5	1	8	-1	0.0	7.8	963	949	K		hargrave 2018-02-28 17:34:58	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Luoman2	TR045
TR045-Qa	TR045-Qa:LP-DIR-T	TR045-Q				HT	196.1	29.6	1	8	0	0.0	7.8	963	949	K		hargrave 2018-02-28 17:34:58	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Luoman2	TR045
TR045-Qa	TR045-Qa:LP-DIR-T	TR045-Q				HT	220.4	49.2	1	8	100	0.0	7.8	963	949	K		hargrave 2018-02-28 17:34:58	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Luoman2	TR045
