tab	measurements
measurement	experiment	specimen	dir_csd	dir_dec	dir_inc	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_step_num	treat_temp	magn_moment	citations	instrument_codes	method_codes	quality	sequence	standard	meas_n_orient	meas_temp	analysts	description	software_packages	magn_x_sigma	magn_y_sigma	magn_z_sigma	sample	site	location
TR020-Aa:LP-DIR-T32	TR020-Aa:LP-DIR-T	TR020-Aa	9.9	320.4	-2.2	0	0	0.0	0.0	32	943.0	5.04e-09	This study	hargrave 2018-01-10 15:32:25	LT-T-Z:LP-DIR-T	g	31	u	8	273			pmagpy-3.16.0	2.04e-10	3.22e-10	8.25e-10	TR020-A	TR020	Quick_River
TR020-Aa:LP-DIR-T33	TR020-Aa:LP-DIR-T	TR020-Aa	10.4	325.6	-0.9	0	0	0.0	0.0	33	943.0	5.01e-09	This study	hargrave 2018-01-10 17:44:35	LT-T-Z:LP-DIR-T	g	32	u	8	273			pmagpy-3.16.0	2.02e-10	2.98e-10	8.66e-10	TR020-A	TR020	Quick_River
TR020-Aa:LP-DIR-T34	TR020-Aa:LP-DIR-T	TR020-Aa	10.3	327.0	-2.0	0	0	0.0	0.0	34	943.0	5.04e-09	This study	hargrave 2018-01-10 18:32:19	LT-T-Z:LP-DIR-T	g	33	u	8	273			pmagpy-3.16.0	2.24e-10	2.97e-10	8.66e-10	TR020-A	TR020	Quick_River
TR020-Aa:LP-DIR-T35	TR020-Aa:LP-DIR-T	TR020-Aa	4.7	80.8	-8.1	0	0	0.0	0.0	35	945.0	1.02e-08	This study	hargrave 2018-01-11 14:38:52	LT-T-Z:LP-DIR-T	g	34	u	8	273			pmagpy-3.16.0	3.96e-10	4.73e-10	6.859999999999999e-10	TR020-A	TR020	Quick_River
TR020-Aa:LP-DIR-T36	TR020-Aa:LP-DIR-T	TR020-Aa	9.3	288.6	-13.7	0	0	0.0	0.0	36	947.0	4.8e-09	This study	hargrave 2018-01-12 15:51:09	LT-T-Z:LP-DIR-T	g	35	u	8	273			pmagpy-3.16.0	3.54e-10	3.95e-10	7.75e-10	TR020-A	TR020	Quick_River
TR020-Aa:LP-DIR-T37	TR020-Aa:LP-DIR-T	TR020-Aa	12.0	304.7	-4.7	0	0	0.0	0.0	37	947.0	5.579999999999999e-09	This study	hargrave 2018-01-16 12:03:48	LT-T-Z:LP-DIR-T	g	36	u	8	273			pmagpy-3.16.0	2.25e-10	3.49e-10	1.15e-09	TR020-A	TR020	Quick_River
TR020-Aa:LP-DIR-T38	TR020-Aa:LP-DIR-T	TR020-Aa	13.8	305.0	-4.7	0	0	0.0	0.0	38	947.0	5.550000000000001e-09	This study	hargrave 2018-01-16 13:07:33	LT-T-Z:LP-DIR-T	g	37	u	8	273			pmagpy-3.16.0	2.37e-10	3.44e-10	1.32e-09	TR020-A	TR020	Quick_River
TR020-Aa:LP-DIR-T39	TR020-Aa:LP-DIR-T	TR020-Aa	8.6	280.5	-14.4	0	0	0.0	0.0	39	949.0	6.54e-09	This study	hargrave 2018-01-17 10:04:14	LT-T-Z:LP-DIR-T	g	38	u	8	273			pmagpy-3.16.0	7.530000000000001e-10	3.67e-10	7.630000000000001e-10	TR020-A	TR020	Quick_River
TR020-Aa:LP-DIR-T40	TR020-Aa:LP-DIR-T	TR020-Aa	10.0	281.9	-11.0	0	0	0.0	0.0	40	949.0	6.509999999999999e-09	This study	hargrave 2018-01-17 12:24:12	LT-T-Z:LP-DIR-T	g	39	u	8	273			pmagpy-3.16.0	3.06e-10	3.5000000000000003e-10	1.14e-09	TR020-A	TR020	Quick_River
TR020-Aa:LP-DIR-T41	TR020-Aa:LP-DIR-T	TR020-Aa	10.5	283.3	-10.7	0	0	0.0	0.0	41	949.0	6.520000000000001e-09	This study	hargrave 2018-01-17 13:23:28	LT-T-Z:LP-DIR-T	g	40	u	8	273			pmagpy-3.16.0	3.15e-10	3.76e-10	1.19e-09	TR020-A	TR020	Quick_River
TR020-Aa:LP-DIR-T42	TR020-Aa:LP-DIR-T	TR020-Aa	10.2	148.5	-6.6	0	0	0.0	0.0	42	951.0	6.27e-09	This study	hargrave 2018-01-22 12:56:44	LT-T-Z:LP-DIR-T	g	41	u	8	273			pmagpy-3.16.0	4.34e-10	5.11e-10	1e-09	TR020-A	TR020	Quick_River
TR020-Aa:LP-DIR-T43	TR020-Aa:LP-DIR-T	TR020-Aa	12.1	144.1	-5.8	0	0	0.0	0.0	43	951.0	6.25e-09	This study	hargrave 2018-01-22 15:28:38	LT-T-Z:LP-DIR-T	g	42	u	8	273			pmagpy-3.16.0	4.76e-10	6.809999999999999e-10	1.14e-09	TR020-A	TR020	Quick_River
TR020-Aa:LP-DIR-T44	TR020-Aa:LP-DIR-T	TR020-Aa	10.7	141.9	-5.9	0	0	0.0	0.0	44	951.0	6.25e-09	This study	hargrave 2018-01-22 18:12:22	LT-T-Z:LP-DIR-T	g	43	u	8	273			pmagpy-3.16.0	4.36e-10	5.43e-10	1.06e-09	TR020-A	TR020	Quick_River
TR020-Aa:LP-DIR-T45	TR020-Aa:LP-DIR-T	TR020-Aa	5.1	79.4	-3.1	0	0	0.0	0.0	45	953.0	1.48e-08	This study	hargrave 2018-01-25 09:39:01	LT-T-Z:LP-DIR-T	g	44	u	8	273			pmagpy-3.16.0	6.93e-10	8.780000000000002e-10	9.81e-10	TR020-A	TR020	Quick_River
TR020-Aa:LP-DIR-T46	TR020-Aa:LP-DIR-T	TR020-Aa	10.3	177.6	13.9	0	0	0.0	0.0	46	955.0	7.28e-09	This study	hargrave 2018-01-27 16:45:46	LT-T-Z:LP-DIR-T	g	45	u	8	273			pmagpy-3.16.0	4.48e-10	1.09e-09	8.04e-10	TR020-A	TR020	Quick_River
TR020-Aa:LP-DIR-T47	TR020-Aa:LP-DIR-T	TR020-Aa	10.0	168.3	9.8	0	0	0.0	0.0	47	955.0	7.43e-09	This study	hargrave 2018-01-31 11:24:15	LT-T-Z:LP-DIR-T	g	46	u	8	273			pmagpy-3.16.0	5.41e-10	8.939999999999998e-10	1.04e-09	TR020-A	TR020	Quick_River
TR020-Aa:LP-DIR-T48	TR020-Aa:LP-DIR-T	TR020-Aa	11.9	166.6	12.1	0	0	0.0	0.0	48	955.0	7.15e-09	This study	hargrave 2018-01-31 13:03:31	LT-T-Z:LP-DIR-T	g	47	u	8	273			pmagpy-3.16.0	4.94e-10	1.04e-09	1.13e-09	TR020-A	TR020	Quick_River
TR020-Aa:LP-DIR-T49	TR020-Aa:LP-DIR-T	TR020-Aa	11.1	158.4	-2.3	0	0	0.0	0.0	49	957.0	7.38e-09	This study	hargrave 2018-02-05 09:41:03	LT-T-Z:LP-DIR-T	g	48	u	8	273			pmagpy-3.16.0	9.85e-10	5.24e-10	1.2e-09	TR020-A	TR020	Quick_River
TR020-Aa:LP-DIR-T50	TR020-Aa:LP-DIR-T	TR020-Aa	11.4	148.0	-2.3	0	0	0.0	0.0	50	957.0	7.120000000000002e-09	This study	hargrave 2018-02-05 13:39:00	LT-T-Z:LP-DIR-T	g	49	u	8	273			pmagpy-3.16.0	5.170000000000001e-10	8.649999999999998e-10	1.15e-09	TR020-A	TR020	Quick_River
TR020-Aa:LP-DIR-T51	TR020-Aa:LP-DIR-T	TR020-Aa	11.5	148.5	-2.2	0	0	0.0	0.0	51	957.0	7.16e-09	This study	hargrave 2018-02-05 16:09:34	LT-T-Z:LP-DIR-T	g	50	u	8	273			pmagpy-3.16.0	5.21e-10	7.480000000000001e-10	1.24e-09	TR020-A	TR020	Quick_River
TR020-Aa:LP-DIR-T52	TR020-Aa:LP-DIR-T	TR020-Aa	6.6	127.4	-6.0	0	0	0.0	0.0	52	959.0	1.18e-08	This study	hargrave 2018-02-07 11:45:06	LT-T-Z:LP-DIR-T	g	51	u	8	273			pmagpy-3.16.0	6.07e-10	9.19e-10	1.18e-09	TR020-A	TR020	Quick_River
TR020-Aa:LP-DIR-T53	TR020-Aa:LP-DIR-T	TR020-Aa	12.1	153.4	-3.8	0	0	0.0	0.0	53	961.0	6.9e-09	This study	hargrave 2018-02-14 12:20:54	LT-T-Z:LP-DIR-T	g	52	u	8	273			pmagpy-3.16.0	4.52e-10	8.23e-10	1.24e-09	TR020-A	TR020	Quick_River
TR020-Aa:LP-DIR-T54	TR020-Aa:LP-DIR-T	TR020-Aa	13.5	147.8	-3.1	0	0	0.0	0.0	54	961.0	6.9499999999999985e-09	This study	hargrave 2018-02-14 16:42:03	LT-T-Z:LP-DIR-T	g	53	u	8	273			pmagpy-3.16.0	4.56e-10	9.21e-10	1.41e-09	TR020-A	TR020	Quick_River
TR020-Ba:LP-DIR-T1	TR020-Ba:LP-DIR-T	TR020-Ba	3.7	22.5	-11.2	0	0	0.0	0.0	1	273.0	1.24e-08	This study	hargrave 2017-10-13 14:55:50	LT-NO:LP-DIR-T	g	54	u	8	273			pmagpy-3.16.0	3.1800000000000004e-10	6.83e-10	3.71e-10	TR020-B	TR020	Quick_River
TR020-Ba:LP-DIR-T2	TR020-Ba:LP-DIR-T	TR020-Ba	3.7	26.8	-15.1	0	0	0.0	0.0	2	373.0	1.59e-08	This study	hargrave 2017-10-15 13:55:37	LT-T-Z:LP-DIR-T	g	55	u	8	273			pmagpy-3.16.0	5.45e-10	7.639999999999999e-10	5.29e-10	TR020-B	TR020	Quick_River
TR020-Ba:LP-DIR-T3	TR020-Ba:LP-DIR-T	TR020-Ba	3.5	26.7	-14.9	0	0	0.0	0.0	3	373.0	1.59e-08	This study	hargrave 2017-10-15 15:52:17	LT-T-Z:LP-DIR-T	g	56	u	8	273			pmagpy-3.16.0	5.19e-10	7.530000000000001e-10	4.75e-10	TR020-B	TR020	Quick_River
TR020-Ba:LP-DIR-T4	TR020-Ba:LP-DIR-T	TR020-Ba	3.2	28.2	-16.1	0	0	0.0	0.0	4	473.0	1.6399999999999998e-08	This study	hargrave 2017-10-16 09:54:00	LT-T-Z:LP-DIR-T	g	57	u	8	273			pmagpy-3.16.0	2.76e-10	7.88e-10	3.98e-10	TR020-B	TR020	Quick_River
TR020-Ba:LP-DIR-T5	TR020-Ba:LP-DIR-T	TR020-Ba	2.2	27.4	-16.2	0	0	0.0	0.0	5	573.0	1.72e-08	This study	hargrave 2017-10-16 18:29:12	LT-T-Z:LP-DIR-T	g	58	u	8	273			pmagpy-3.16.0	4.54e-10	5.01e-10	3.7000000000000007e-10	TR020-B	TR020	Quick_River
TR020-Ba:LP-DIR-T6	TR020-Ba:LP-DIR-T	TR020-Ba	2.0	27.0	-16.7	0	0	0.0	0.0	6	623.0	1.74e-08	This study	hargrave 2017-10-17 15:33:16	LT-T-Z:LP-DIR-T	g	59	u	8	273			pmagpy-3.16.0	4.22e-10	4.24e-10	4.02e-10	TR020-B	TR020	Quick_River
TR020-Ba:LP-DIR-T7	TR020-Ba:LP-DIR-T	TR020-Ba	2.9	29.9	-17.0	0	0	0.0	0.0	7	673.0	1.76e-08	This study	hargrave 2017-10-20 12:18:23	LT-T-Z:LP-DIR-T	g	60	u	8	273			pmagpy-3.16.0	5.249999999999999e-10	7.83e-10	2.34e-10	TR020-B	TR020	Quick_River
TR020-Ba:LP-DIR-T8	TR020-Ba:LP-DIR-T	TR020-Ba	5.1	29.8	-17.6	0	0	0.0	0.0	8	723.0	1.76e-08	This study	hargrave 2017-10-22 15:49:45	LT-T-Z:LP-DIR-T	g	61	u	8	273			pmagpy-3.16.0	8.08e-10	1.3699999999999998e-09	2.08e-10	TR020-B	TR020	Quick_River
TR020-Ba:LP-DIR-T9	TR020-Ba:LP-DIR-T	TR020-Ba	3.1	27.4	-17.9	0	0	0.0	0.0	9	748.0	1.75e-08	This study	hargrave 2017-10-23 15:51:52	LT-T-Z:LP-DIR-T	g	62	u	8	273			pmagpy-3.16.0	5.83e-10	7.84e-10	2.84e-10	TR020-B	TR020	Quick_River
TR020-Ba:LP-DIR-T10	TR020-Ba:LP-DIR-T	TR020-Ba	1.6	28.6	-18.0	0	0	0.0	0.0	10	773.0	1.76e-08	This study	hargrave 2017-10-24 14:02:21	LT-T-Z:LP-DIR-T	g	63	u	8	273			pmagpy-3.16.0	3.86e-10	3.84e-10	2.89e-10	TR020-B	TR020	Quick_River
TR020-Ba:LP-DIR-T11	TR020-Ba:LP-DIR-T	TR020-Ba	1.9	27.3	-18.2	0	0	0.0	0.0	11	798.0	1.75e-08	This study	hargrave 2017-10-26 14:18:24	LT-T-Z:LP-DIR-T	g	64	u	8	273			pmagpy-3.16.0	3.54e-10	4.89e-10	2.07e-10	TR020-B	TR020	Quick_River
TR020-Ba:LP-DIR-T12	TR020-Ba:LP-DIR-T	TR020-Ba	3.9	30.5	-18.2	0	0	0.0	0.0	12	823.0	1.72e-08	This study	hargrave 2017-10-27 11:06:53	LT-T-Z:LP-DIR-T	g	65	u	8	273			pmagpy-3.16.0	6.759999999999999e-10	9.73e-10	2.52e-10	TR020-B	TR020	Quick_River
TR020-Ba:LP-DIR-T13	TR020-Ba:LP-DIR-T	TR020-Ba	2.9	29.0	-18.9	0	0	0.0	0.0	13	828.0	1.72e-08	This study	hargrave 2017-10-28 13:37:54	LT-T-Z:LP-DIR-T	g	66	u	8	273			pmagpy-3.16.0	5.7e-10	7.74e-10	2.68e-10	TR020-B	TR020	Quick_River
TR020-Ba:LP-DIR-T14	TR020-Ba:LP-DIR-T	TR020-Ba	2.9	27.9	-18.2	0	0	0.0	0.0	14	833.0	1.66e-08	This study	hargrave 2017-10-31 18:23:31	LT-T-Z:LP-DIR-T	g	67	u	8	273			pmagpy-3.16.0	4.57e-10	6.759999999999999e-10	3.62e-10	TR020-B	TR020	Quick_River
TR020-Ba:LP-DIR-T15	TR020-Ba:LP-DIR-T	TR020-Ba	3.3	31.4	-18.4	0	0	0.0	0.0	15	838.0	1.65e-08	This study	hargrave 2017-11-03 19:26:56	LT-T-Z:LP-DIR-T	g	68	u	8	273			pmagpy-3.16.0	5.81e-10	7.26e-10	4.35e-10	TR020-B	TR020	Quick_River
TR020-Ba:LP-DIR-T16	TR020-Ba:LP-DIR-T	TR020-Ba	4.5	29.7	-18.2	0	0	0.0	0.0	16	843.0	1.62e-08	This study	hargrave 2017-11-05 18:52:18	LT-T-Z:LP-DIR-T	g	69	u	8	273			pmagpy-3.16.0	7.22e-10	1.01e-09	4.81e-10	TR020-B	TR020	Quick_River
TR020-Ba:LP-DIR-T17	TR020-Ba:LP-DIR-T	TR020-Ba	3.2	29.5	-18.6	0	0	0.0	0.0	17	848.0	1.62e-08	This study	hargrave 2017-11-09 15:49:24	LT-T-Z:LP-DIR-T	g	70	u	8	273			pmagpy-3.16.0	5.03e-10	6.87e-10	4.38e-10	TR020-B	TR020	Quick_River
TR020-Ba:LP-DIR-T18	TR020-Ba:LP-DIR-T	TR020-Ba	2.8	30.4	-18.0	0	0	0.0	0.0	18	853.0	1.62e-08	This study	hargrave 2017-11-14 11:21:57	LT-T-Z:LP-DIR-T	g	71	u	8	273			pmagpy-3.16.0	3.7400000000000005e-10	6.479999999999999e-10	3.89e-10	TR020-B	TR020	Quick_River
TR020-Ba:LP-DIR-T19	TR020-Ba:LP-DIR-T	TR020-Ba	2.9	28.0	-17.9	0	0	0.0	0.0	19	873.0	1.59e-08	This study	hargrave 2017-11-14 20:28:25	LT-T-Z:LP-DIR-T	g	72	u	8	273			pmagpy-3.16.0	4.4000000000000003e-10	6.34e-10	3.84e-10	TR020-B	TR020	Quick_River
TR020-Ba:LP-DIR-T20	TR020-Ba:LP-DIR-T	TR020-Ba	5.3	35.0	-19.6	0	0	0.0	0.0	20	893.0	1.62e-08	This study	hargrave 2017-11-17 19:39:16	LT-T-Z:LP-DIR-T	g	73	u	8	273			pmagpy-3.16.0	9.71e-10	1.16e-09	3.3300000000000004e-10	TR020-B	TR020	Quick_River
TR020-Ba:LP-DIR-T21	TR020-Ba:LP-DIR-T	TR020-Ba	5.5	28.0	-19.2	0	0	0.0	0.0	21	903.0	1.63e-08	This study	hargrave 2017-11-19 19:12:14	LT-T-Z:LP-DIR-T	g	74	u	8	273			pmagpy-3.16.0	8.490000000000002e-10	1.35e-09	2.4500000000000003e-10	TR020-B	TR020	Quick_River
TR020-Ba:LP-DIR-T22	TR020-Ba:LP-DIR-T	TR020-Ba	3.0	28.1	-19.5	0	0	0.0	0.0	22	913.0	1.6399999999999998e-08	This study	hargrave 2017-11-21 18:16:57	LT-T-Z:LP-DIR-T	g	75	u	8	273			pmagpy-3.16.0	5.510000000000001e-10	6.96e-10	2.19e-10	TR020-B	TR020	Quick_River
TR020-Ba:LP-DIR-T23	TR020-Ba:LP-DIR-T	TR020-Ba	2.0	28.5	-19.6	0	0	0.0	0.0	23	918.0	1.63e-08	This study	hargrave 2017-11-27 17:56:12	LT-T-Z:LP-DIR-T	g	76	u	8	273			pmagpy-3.16.0	4.17e-10	4.37e-10	2.76e-10	TR020-B	TR020	Quick_River
TR020-Ba:LP-DIR-T24	TR020-Ba:LP-DIR-T	TR020-Ba	2.0	27.5	-19.8	0	0	0.0	0.0	24	923.0	1.62e-08	This study	hargrave 2017-11-28 16:17:18	LT-T-Z:LP-DIR-T	g	77	u	8	273			pmagpy-3.16.0	4.16e-10	4.44e-10	2.53e-10	TR020-B	TR020	Quick_River
TR020-Ba:LP-DIR-T25	TR020-Ba:LP-DIR-T	TR020-Ba	1.7	29.3	-19.8	0	0	0.0	0.0	25	928.0	1.65e-08	This study	hargrave 2017-12-11 13:18:58	LT-T-Z:LP-DIR-T	g	78	u	8	273			pmagpy-3.16.0	3.23e-10	4.43e-10	1.32e-10	TR020-B	TR020	Quick_River
TR020-Ba:LP-DIR-T26	TR020-Ba:LP-DIR-T	TR020-Ba	1.5	29.3	-19.9	0	0	0.0	0.0	26	933.0	1.6399999999999998e-08	This study	hargrave 2017-12-12 12:58:11	LT-T-Z:LP-DIR-T	g	79	u	8	273			pmagpy-3.16.0	3.15e-10	3.68e-10	2.1e-10	TR020-B	TR020	Quick_River
TR020-Ba:LP-DIR-T27	TR020-Ba:LP-DIR-T	TR020-Ba	2.5	28.2	-19.9	0	0	0.0	0.0	27	938.0	1.6100000000000002e-08	This study	hargrave 2018-01-08 12:33:11	LT-T-Z:LP-DIR-T	g	80	u	8	273			pmagpy-3.16.0	4.21e-10	5.84e-10	2.08e-10	TR020-B	TR020	Quick_River
TR020-Ba:LP-DIR-T28	TR020-Ba:LP-DIR-T	TR020-Ba	2.1	29.5	-19.9	0	0	0.0	0.0	28	943.0	1.57e-08	This study	hargrave 2018-01-10 15:33:53	LT-T-Z:LP-DIR-T	g	81	u	8	273			pmagpy-3.16.0	4.38e-10	4.21e-10	2.56e-10	TR020-B	TR020	Quick_River
TR020-Ba:LP-DIR-T29	TR020-Ba:LP-DIR-T	TR020-Ba	2.6	29.7	-20.6	0	0	0.0	0.0	29	945.0	1.54e-08	This study	hargrave 2018-01-11 14:40:20	LT-T-Z:LP-DIR-T	g	82	u	8	273			pmagpy-3.16.0	4.91e-10	5.38e-10	2.48e-10	TR020-B	TR020	Quick_River
TR020-Ba:LP-DIR-T30	TR020-Ba:LP-DIR-T	TR020-Ba	1.8	28.4	-20.1	0	0	0.0	0.0	30	947.0	1.44e-08	This study	hargrave 2018-01-12 15:52:38	LT-T-Z:LP-DIR-T	g	83	u	8	273			pmagpy-3.16.0	3.56e-10	3.28e-10	2.64e-10	TR020-B	TR020	Quick_River
TR020-Ba:LP-DIR-T31	TR020-Ba:LP-DIR-T	TR020-Ba	2.3	25.9	-20.9	0	0	0.0	0.0	31	949.0	1.25e-08	This study	hargrave 2018-01-17 10:05:43	LT-T-Z:LP-DIR-T	g	84	u	8	273			pmagpy-3.16.0	3.19e-10	4.33e-10	1.67e-10	TR020-B	TR020	Quick_River
TR020-Ba:LP-DIR-T32	TR020-Ba:LP-DIR-T	TR020-Ba	1.9	33.3	-20.3	0	0	0.0	0.0	32	951.0	7.79e-09	This study	hargrave 2018-01-22 12:58:16	LT-T-Z:LP-DIR-T	g	85	u	8	273			pmagpy-3.16.0	1.92e-10	1.96e-10	1.54e-10	TR020-B	TR020	Quick_River
TR020-Ba:LP-DIR-T33	TR020-Ba:LP-DIR-T	TR020-Ba	2.0	38.7	-11.9	0	0	0.0	0.0	33	953.0	4.31e-09	This study	hargrave 2018-01-25 09:40:30	LT-T-Z:LP-DIR-T	g	86	u	8	273			pmagpy-3.16.0	9.14e-11	9.01e-11	1.2e-10	TR020-B	TR020	Quick_River
TR020-Ba:LP-DIR-T34	TR020-Ba:LP-DIR-T	TR020-Ba	2.0	29.7	2.2	0	0	0.0	0.0	34	955.0	1.41e-09	This study	hargrave 2018-01-27 16:47:14	LT-T-Z:LP-DIR-T	g	87	u	8	273			pmagpy-3.16.0	2.5800000000000004e-11	3.62e-11	3.4900000000000004e-11	TR020-B	TR020	Quick_River
TR020-Ba:LP-DIR-T35	TR020-Ba:LP-DIR-T	TR020-Ba	11.2	102.0	-16.4	0	0	0.0	0.0	35	957.0	2.83e-10	This study	hargrave 2018-02-05 09:42:31	LT-T-Z:LP-DIR-T	g	88	u	8	273			pmagpy-3.16.0	1.58e-11	1.6899999999999998e-11	5.520000000000002e-11	TR020-B	TR020	Quick_River
TR020-Ba:LP-DIR-T36	TR020-Ba:LP-DIR-T	TR020-Ba	9.6	99.6	-18.8	0	0	0.0	0.0	36	957.0	2.94e-10	This study	hargrave 2018-02-05 13:43:19	LT-T-Z:LP-DIR-T	g	89	u	8	273			pmagpy-3.16.0	2.26e-11	1.3e-11	4.5e-11	TR020-B	TR020	Quick_River
TR020-Ba:LP-DIR-T37	TR020-Ba:LP-DIR-T	TR020-Ba	9.4	100.0	-17.3	0	0	0.0	0.0	37	957.0	2.94e-10	This study	hargrave 2018-02-05 16:13:51	LT-T-Z:LP-DIR-T	g	90	u	8	273			pmagpy-3.16.0	2.25e-11	1.25e-11	4.4e-11	TR020-B	TR020	Quick_River
TR020-Ba:LP-DIR-T38	TR020-Ba:LP-DIR-T	TR020-Ba	4.3	91.1	-24.6	0	0	0.0	0.0	38	959.0	5.72e-10	This study	hargrave 2018-02-07 11:46:28	LT-T-Z:LP-DIR-T	g	91	u	8	273			pmagpy-3.16.0	3.64e-11	3.5e-11	1.94e-11	TR020-B	TR020	Quick_River
TR020-Ba:LP-DIR-T39	TR020-Ba:LP-DIR-T	TR020-Ba	4.7	141.8	-1.8	0	0	0.0	0.0	39	961.0	6.16e-10	This study	hargrave 2018-02-14 12:22:22	LT-T-Z:LP-DIR-T	g	92	u	8	273			pmagpy-3.16.0	2.34e-11	4.91e-11	2.67e-11	TR020-B	TR020	Quick_River
TR020-Ca:LP-DIR-T1	TR020-Ca:LP-DIR-T	TR020-Ca	3.6	331.1	10.2	0	0	0.0	0.0	1	273.0	7.4e-09	This study	hargrave 2017-10-13 14:57:22	LT-NO:LP-DIR-T	g	93	u	8	273			pmagpy-3.16.0	3.01e-10	3.24e-10	2.15e-10	TR020-C	TR020	Quick_River
TR020-Ca:LP-DIR-T2	TR020-Ca:LP-DIR-T	TR020-Ca	2.5	1.6	-9.5	0	0	0.0	0.0	2	373.0	9.86e-09	This study	hargrave 2017-10-15 13:57:05	LT-T-Z:LP-DIR-T	g	94	u	8	273			pmagpy-3.16.0	1.82e-10	2.05e-10	3.75e-10	TR020-C	TR020	Quick_River
TR020-Ca:LP-DIR-T3	TR020-Ca:LP-DIR-T	TR020-Ca	2.5	1.7	-9.4	0	0	0.0	0.0	3	373.0	9.88e-09	This study	hargrave 2017-10-15 15:53:46	LT-T-Z:LP-DIR-T	g	95	u	8	273			pmagpy-3.16.0	1.8700000000000003e-10	2.23e-10	3.64e-10	TR020-C	TR020	Quick_River
TR020-Ca:LP-DIR-T4	TR020-Ca:LP-DIR-T	TR020-Ca	4.0	4.9	-15.2	0	0	0.0	0.0	4	473.0	1.07e-08	This study	hargrave 2017-10-16 09:55:10	LT-T-Z:LP-DIR-T	g	96	u	8	273			pmagpy-3.16.0	1.84e-10	5.42e-10	5.28e-10	TR020-C	TR020	Quick_River
TR020-Ca:LP-DIR-T5	TR020-Ca:LP-DIR-T	TR020-Ca	2.3	7.8	-16.3	0	0	0.0	0.0	5	573.0	1.15e-08	This study	hargrave 2017-10-16 18:30:33	LT-T-Z:LP-DIR-T	g	97	u	8	273			pmagpy-3.16.0	2.48e-10	2.39e-10	3.85e-10	TR020-C	TR020	Quick_River
TR020-Ca:LP-DIR-T6	TR020-Ca:LP-DIR-T	TR020-Ca	2.3	9.5	-17.3	0	0	0.0	0.0	6	623.0	1.18e-08	This study	hargrave 2017-10-17 15:34:38	LT-T-Z:LP-DIR-T	g	98	u	8	273			pmagpy-3.16.0	2.53e-10	2.6000000000000003e-10	3.9100000000000005e-10	TR020-C	TR020	Quick_River
TR020-Ca:LP-DIR-T7	TR020-Ca:LP-DIR-T	TR020-Ca	2.5	9.7	-17.9	0	0	0.0	0.0	7	673.0	1.22e-08	This study	hargrave 2017-10-20 12:19:49	LT-T-Z:LP-DIR-T	g	99	u	8	273			pmagpy-3.16.0	2.9000000000000003e-10	4.74e-10	2.47e-10	TR020-C	TR020	Quick_River
TR020-Ca:LP-DIR-T8	TR020-Ca:LP-DIR-T	TR020-Ca	4.4	10.1	-18.8	0	0	0.0	0.0	8	723.0	1.23e-08	This study	hargrave 2017-10-22 15:51:12	LT-T-Z:LP-DIR-T	g	100	u	8	273			pmagpy-3.16.0	2.57e-10	9.18e-10	2.11e-10	TR020-C	TR020	Quick_River
TR020-Ca:LP-DIR-T9	TR020-Ca:LP-DIR-T	TR020-Ca	2.0	10.9	-18.8	0	0	0.0	0.0	9	748.0	1.23e-08	This study	hargrave 2017-10-23 15:53:19	LT-T-Z:LP-DIR-T	g	101	u	8	273			pmagpy-3.16.0	2.63e-10	3.07e-10	2.82e-10	TR020-C	TR020	Quick_River
TR020-Ca:LP-DIR-T10	TR020-Ca:LP-DIR-T	TR020-Ca	2.0	11.2	-19.0	0	0	0.0	0.0	10	773.0	1.23e-08	This study	hargrave 2017-10-24 14:03:49	LT-T-Z:LP-DIR-T	g	102	u	8	273			pmagpy-3.16.0	2.4500000000000003e-10	2.7000000000000005e-10	3.15e-10	TR020-C	TR020	Quick_River
TR020-Ca:LP-DIR-T11	TR020-Ca:LP-DIR-T	TR020-Ca	1.8	10.5	-19.5	0	0	0.0	0.0	11	798.0	1.23e-08	This study	hargrave 2017-10-26 14:19:47	LT-T-Z:LP-DIR-T	g	103	u	8	273			pmagpy-3.16.0	2.25e-10	3.1600000000000005e-10	2.05e-10	TR020-C	TR020	Quick_River
TR020-Ca:LP-DIR-T12	TR020-Ca:LP-DIR-T	TR020-Ca	3.1	14.2	-19.4	0	0	0.0	0.0	12	823.0	1.23e-08	This study	hargrave 2017-10-27 11:08:14	LT-T-Z:LP-DIR-T	g	104	u	8	273			pmagpy-3.16.0	2.54e-10	5.83e-10	2.69e-10	TR020-C	TR020	Quick_River
TR020-Ca:LP-DIR-T13	TR020-Ca:LP-DIR-T	TR020-Ca	2.3	12.0	-19.4	0	0	0.0	0.0	13	828.0	1.22e-08	This study	hargrave 2017-10-28 13:39:21	LT-T-Z:LP-DIR-T	g	105	u	8	273			pmagpy-3.16.0	2.1e-10	4.57e-10	1.89e-10	TR020-C	TR020	Quick_River
TR020-Ca:LP-DIR-T14	TR020-Ca:LP-DIR-T	TR020-Ca	2.1	14.0	-19.0	0	0	0.0	0.0	14	833.0	1.18e-08	This study	hargrave 2017-10-31 18:24:58	LT-T-Z:LP-DIR-T	g	106	u	8	273			pmagpy-3.16.0	2.27e-10	2.7999999999999996e-10	3.1600000000000005e-10	TR020-C	TR020	Quick_River
